sps,test,model,run,PA,score,Cutoff,Sensitivity,Specificity
Cint,POD,ANN,RUN2,PA1,1,7,100,94.657
Cint,CSI,ANN,RUN2,PA1,0.968,721,99.476,98.484
Cint,ETS,ANN,RUN2,PA1,0.951,721,99.476,98.484
Cint,KAPPA,SRE,RUN2,PA1,0.883,495,86.501,99.35
Cint,TSS,SRE,RUN2,PA1,0.859,495,86.501,99.35
Cint,ROC,SRE,RUN2,PA1,0.929,NA,NA,NA
Cint,FAR,SRE,RUN2,PA1,0.987,495,86.501,99.35
Cint,SR,SRE,RUN2,PA1,0.987,495,86.501,99.35
Cint,ACCURACY,SRE,RUN2,PA1,0.948,495,86.501,99.35
Cint,BIAS,SRE,RUN2,PA1,0.877,495,86.501,99.35
Cint,POD,SRE,RUN2,PA1,0.865,495,86.501,99.35
Cint,CSI,SRE,RUN2,PA1,0.855,495,86.501,99.35
Cint,ETS,SRE,RUN2,PA1,0.79,495,86.501,99.35
Cint,KAPPA,RF,RUN2,PA1,0.986,762,99.345,99.386
Cint,TSS,RF,RUN2,PA1,0.989,303,99.738,99.134
Cint,ROC,RF,RUN2,PA1,0.999,NA,NA,NA
Cint,FAR,RF,RUN2,PA1,0.995,989,98.034,99.747
Cint,SR,RF,RUN2,PA1,0.995,989,98.034,99.747
Cint,ACCURACY,RF,RUN2,PA1,0.994,762,99.345,99.386
Cint,BIAS,RF,RUN2,PA1,1,863,98.952,99.422
Cint,POD,RF,RUN2,PA1,1,0,100,0
Cint,CSI,RF,RUN2,PA1,0.983,762,99.345,99.386
Cint,ETS,RF,RUN2,PA1,0.973,762,99.345,99.386
Cint,KAPPA,GLM,RUN3,PA1,0.972,899,98.82,98.664
Cint,TSS,GLM,RUN3,PA1,0.977,401,99.672,98.051
Cint,ROC,GLM,RUN3,PA1,0.997,NA,NA,NA
Cint,FAR,GLM,RUN3,PA1,0.986,979,94.692,99.206
Cint,SR,GLM,RUN3,PA1,0.986,979,94.692,99.206
Cint,ACCURACY,GLM,RUN3,PA1,0.987,899,98.82,98.664
Cint,BIAS,GLM,RUN3,PA1,0.999,949,98.034,98.953
Cint,POD,GLM,RUN3,PA1,1,2,100,0
Cint,CSI,GLM,RUN3,PA1,0.964,899,98.82,98.664
Cint,ETS,GLM,RUN3,PA1,0.945,899,98.82,98.664
Cint,KAPPA,ANN,RUN3,PA1,0.975,667,99.345,98.556
Cint,TSS,ANN,RUN3,PA1,0.979,667,99.345,98.556
Cint,ROC,ANN,RUN3,PA1,0.997,NA,NA,NA
Cint,FAR,ANN,RUN3,PA1,0.986,982,94.233,99.242
Cint,SR,ANN,RUN3,PA1,0.986,982,94.233,99.242
Cint,ACCURACY,ANN,RUN3,PA1,0.988,667,99.345,98.556
Cint,BIAS,ANN,RUN3,PA1,1,942,97.903,98.845
Cint,POD,ANN,RUN3,PA1,1,21,100,96.318
Cint,CSI,ANN,RUN3,PA1,0.968,667,99.345,98.556
Cint,ETS,ANN,RUN3,PA1,0.951,667,99.345,98.556
Cint,KAPPA,SRE,RUN3,PA1,0.887,495,86.828,99.458
Cint,TSS,SRE,RUN3,PA1,0.863,495,86.828,99.458
Cint,ROC,SRE,RUN3,PA1,0.931,NA,NA,NA
Cint,FAR,SRE,RUN3,PA1,0.989,495,86.828,99.458
Cint,SR,SRE,RUN3,PA1,0.989,495,86.828,99.458
Cint,ACCURACY,SRE,RUN3,PA1,0.95,495,86.828,99.458
Cint,BIAS,SRE,RUN3,PA1,0.878,495,86.828,99.458
Cint,POD,SRE,RUN3,PA1,0.868,495,86.828,99.458
Cint,CSI,SRE,RUN3,PA1,0.86,495,86.828,99.458
Cint,ETS,SRE,RUN3,PA1,0.797,495,86.828,99.458
Cint,KAPPA,RF,RUN3,PA1,0.988,868,99.41,99.458
Cint,TSS,RF,RUN3,PA1,0.989,868,99.41,99.458
Cint,ROC,RF,RUN3,PA1,1,NA,NA,NA
Cint,FAR,RF,RUN3,PA1,0.998,989,97.706,99.856
Cint,SR,RF,RUN3,PA1,0.998,989,97.706,99.856
Cint,ACCURACY,RF,RUN3,PA1,0.994,873,99.41,99.458
Cint,BIAS,RF,RUN3,PA1,0.999,928,99.148,99.495
Cint,POD,RF,RUN3,PA1,1,0,100,0
Cint,CSI,RF,RUN3,PA1,0.984,868,99.41,99.458
Cint,ETS,RF,RUN3,PA1,0.976,868,99.41,99.458
Cint,KAPPA,GLM,RUN4,PA1,0.965,810,99.148,97.942
Cint,TSS,GLM,RUN4,PA1,0.971,446,99.476,97.653
Cint,ROC,GLM,RUN4,PA1,0.996,NA,NA,NA
Cint,FAR,GLM,RUN4,PA1,0.983,979,94.495,98.989
Cint,SR,GLM,RUN4,PA1,0.983,979,94.495,98.989
Cint,ACCURACY,GLM,RUN4,PA1,0.984,819.5,99.083,97.942
Cint,BIAS,GLM,RUN4,PA1,0.999,959,97.313,98.556
Cint,POD,GLM,RUN4,PA1,0.999,2,100,0
Cint,CSI,GLM,RUN4,PA1,0.956,810,99.148,97.942
Cint,ETS,GLM,RUN4,PA1,0.932,810,99.148,97.942
Cint,KAPPA,ANN,RUN4,PA1,0.97,287,99.541,98.123
Cint,TSS,ANN,RUN4,PA1,0.977,232,99.672,98.014
Cint,ROC,ANN,RUN4,PA1,0.997,NA,NA,NA
Cint,FAR,ANN,RUN4,PA1,0.982,981,95.282,99.061
Cint,SR,ANN,RUN4,PA1,0.982,981,95.282,99.061
Cint,ACCURACY,ANN,RUN4,PA1,0.986,287,99.541,98.123
Cint,BIAS,ANN,RUN4,PA1,0.998,951,97.313,98.592
Cint,POD,ANN,RUN4,PA1,1,2,100,0
Cint,CSI,ANN,RUN4,PA1,0.963,287,99.541,98.123
Cint,ETS,ANN,RUN4,PA1,0.942,287,99.541,98.123
Cint,KAPPA,SRE,RUN4,PA1,0.876,495,85.78,99.278
Cint,TSS,SRE,RUN4,PA1,0.851,495,85.78,99.278
Cint,ROC,SRE,RUN4,PA1,0.925,NA,NA,NA
Cint,FAR,SRE,RUN4,PA1,0.985,495,85.78,99.278
Cint,SR,SRE,RUN4,PA1,0.985,495,85.78,99.278
Cint,ACCURACY,SRE,RUN4,PA1,0.945,495,85.78,99.278
Cint,BIAS,SRE,RUN4,PA1,0.871,495,85.78,99.278
Cint,POD,SRE,RUN4,PA1,0.858,495,85.78,99.278
Cint,CSI,SRE,RUN4,PA1,0.847,495,85.78,99.278
Cint,ETS,SRE,RUN4,PA1,0.779,495,85.78,99.278
Cint,KAPPA,RF,RUN4,PA1,0.984,898,99.083,99.386
Cint,TSS,RF,RUN4,PA1,0.985,898,99.083,99.386
Cint,ROC,RF,RUN4,PA1,0.999,NA,NA,NA
Cint,FAR,RF,RUN4,PA1,0.994,989,97.117,99.675
Cint,SR,RF,RUN4,PA1,0.994,989,97.117,99.675
Cint,ACCURACY,RF,RUN4,PA1,0.993,903,99.083,99.386
Cint,BIAS,RF,RUN4,PA1,1,918,98.952,99.422
Cint,POD,RF,RUN4,PA1,0.999,1,100,0
Cint,CSI,RF,RUN4,PA1,0.98,898,99.083,99.386
Cint,ETS,RF,RUN4,PA1,0.969,898,99.083,99.386
Cint,KAPPA,GLM,RUN5,PA1,0.966,301,99.345,97.942
Cint,TSS,GLM,RUN5,PA1,0.973,171,99.803,97.545
Cint,ROC,GLM,RUN5,PA1,0.997,NA,NA,NA
Cint,FAR,GLM,RUN5,PA1,0.982,979,94.037,99.061
Cint,SR,GLM,RUN5,PA1,0.982,979,94.037,99.061
Cint,ACCURACY,GLM,RUN5,PA1,0.984,301,99.345,97.942
Cint,BIAS,GLM,RUN5,PA1,0.998,929,97.379,98.448
Cint,POD,GLM,RUN5,PA1,1,2,100,0
Cint,CSI,GLM,RUN5,PA1,0.958,301,99.345,97.942
Cint,ETS,GLM,RUN5,PA1,0.935,301,99.345,97.942
Cint,KAPPA,ANN,RUN5,PA1,0.974,582,99.541,98.412
Cint,TSS,ANN,RUN5,PA1,0.98,267,99.803,98.231
Cint,ROC,ANN,RUN5,PA1,0.996,NA,NA,NA
Cint,FAR,ANN,RUN5,PA1,0.984,982,93.25,99.17
Cint,SR,ANN,RUN5,PA1,0.984,982,93.25,99.17
Cint,ACCURACY,ANN,RUN5,PA1,0.988,582,99.541,98.412
Cint,BIAS,ANN,RUN5,PA1,0.999,932,97.837,98.736
Cint,POD,ANN,RUN5,PA1,0.999,2,100,0
Cint,CSI,ANN,RUN5,PA1,0.968,582,99.541,98.412
Cint,ETS,ANN,RUN5,PA1,0.95,582,99.541,98.412
Cint,KAPPA,SRE,RUN5,PA1,0.863,495,84.142,99.314
Cint,TSS,SRE,RUN5,PA1,0.835,495,84.142,99.314
Cint,ROC,SRE,RUN5,PA1,0.917,NA,NA,NA
Cint,FAR,SRE,RUN5,PA1,0.985,495,84.142,99.314
Cint,SR,SRE,RUN5,PA1,0.985,495,84.142,99.314
Cint,ACCURACY,SRE,RUN5,PA1,0.939,495,84.142,99.314
Cint,BIAS,SRE,RUN5,PA1,0.854,495,84.142,99.314
Cint,POD,SRE,RUN5,PA1,0.841,495,84.142,99.314
Cint,CSI,SRE,RUN5,PA1,0.831,495,84.142,99.314
Cint,ETS,SRE,RUN5,PA1,0.759,495,84.142,99.314
Cint,KAPPA,RF,RUN5,PA1,0.982,227,99.738,98.845
Cint,TSS,RF,RUN5,PA1,0.986,227,99.738,98.845
Cint,ROC,RF,RUN5,PA1,0.999,NA,NA,NA
Cint,FAR,RF,RUN5,PA1,0.995,989,96.92,99.747
Cint,SR,RF,RUN5,PA1,0.995,989,96.92,99.747
Cint,ACCURACY,RF,RUN5,PA1,0.992,227,99.738,98.845
Cint,BIAS,RF,RUN5,PA1,1,737,98.755,99.314
Cint,POD,RF,RUN5,PA1,1,0,100,0
Cint,CSI,RF,RUN5,PA1,0.977,227,99.738,98.845
Cint,ETS,RF,RUN5,PA1,0.964,227,99.738,98.845
Cmae,KAPPA,GLM,RUN1,PA1,0.982,97,99.711,98.194
Cmae,TSS,GLM,RUN1,PA1,0.984,931,99.49,98.917
Cmae,ROC,GLM,RUN1,PA1,0.997,NA,NA,NA
Cmae,FAR,GLM,RUN1,PA1,0.998,981,97.509,99.169
Cmae,SR,GLM,RUN1,PA1,0.998,981,97.509,99.169
Cmae,ACCURACY,GLM,RUN1,PA1,0.994,97,99.711,98.194
Cmae,BIAS,GLM,RUN1,PA1,1,621,99.586,98.447
Cmae,POD,GLM,RUN1,PA1,0.998,2,100,0
Cmae,CSI,GLM,RUN1,PA1,0.992,97,99.711,98.194
Cmae,ETS,GLM,RUN1,PA1,0.964,97,99.711,98.194
Cmae,KAPPA,ANN,RUN1,PA1,0.982,233,99.577,98.808
Cmae,TSS,ANN,RUN1,PA1,0.984,313,99.558,98.844
Cmae,ROC,ANN,RUN1,PA1,0.996,NA,NA,NA
Cmae,FAR,ANN,RUN1,PA1,0.998,984,98.326,99.205
Cmae,SR,ANN,RUN1,PA1,0.998,984,98.326,99.205
Cmae,ACCURACY,ANN,RUN1,PA1,0.994,228,99.577,98.808
Cmae,BIAS,ANN,RUN1,PA1,1,23,99.615,98.592
Cmae,POD,ANN,RUN1,PA1,0.998,3,100,0
Cmae,CSI,ANN,RUN1,PA1,0.993,53,99.606,98.7
Cmae,ETS,ANN,RUN1,PA1,0.965,233,99.577,98.808
Cmae,KAPPA,SRE,RUN1,PA1,0.755,495,88.072,99.747
Cmae,TSS,SRE,RUN1,PA1,0.878,495,88.072,99.747
Cmae,ROC,SRE,RUN1,PA1,0.939,NA,NA,NA
Cmae,FAR,SRE,RUN1,PA1,0.999,495,88.072,99.747
Cmae,SR,SRE,RUN1,PA1,0.999,495,88.072,99.747
Cmae,ACCURACY,SRE,RUN1,PA1,0.905,495,88.072,99.747
Cmae,BIAS,SRE,RUN1,PA1,0.881,495,88.072,99.747
Cmae,POD,SRE,RUN1,PA1,0.881,495,88.072,99.747
Cmae,CSI,SRE,RUN1,PA1,0.88,495,88.072,99.747
Cmae,ETS,SRE,RUN1,PA1,0.606,495,88.072,99.747
Cmae,KAPPA,RF,RUN1,PA1,0.985,706,99.625,99.061
Cmae,TSS,RF,RUN1,PA1,0.988,958,99.461,99.35
Cmae,ROC,RF,RUN1,PA1,0.999,NA,NA,NA
Cmae,FAR,RF,RUN1,PA1,0.998,978,99.356,99.422
Cmae,SR,RF,RUN1,PA1,0.998,978,99.356,99.422
Cmae,ACCURACY,RF,RUN1,PA1,0.995,706,99.625,99.061
Cmae,BIAS,RF,RUN1,PA1,1,499,99.683,98.808
Cmae,POD,RF,RUN1,PA1,0.999,0,100,0
Cmae,CSI,RF,RUN1,PA1,0.994,706,99.625,99.061
Cmae,ETS,RF,RUN1,PA1,0.971,706,99.625,99.061
Cmae,KAPPA,GLM,RUN2,PA1,0.984,222,99.702,98.519
Cmae,TSS,GLM,RUN2,PA1,0.986,941,99.461,99.169
Cmae,ROC,GLM,RUN2,PA1,0.998,NA,NA,NA
Cmae,FAR,GLM,RUN2,PA1,0.999,981,97.865,99.494
Cmae,SR,GLM,RUN2,PA1,0.999,981,97.865,99.494
Cmae,ACCURACY,GLM,RUN2,PA1,0.995,222,99.702,98.519
Cmae,BIAS,GLM,RUN2,PA1,1,352,99.625,98.555
Cmae,POD,GLM,RUN2,PA1,0.999,2,100,0
Cmae,CSI,GLM,RUN2,PA1,0.993,222,99.702,98.519
Cmae,ETS,GLM,RUN2,PA1,0.968,222,99.702,98.519
Cmae,KAPPA,ANN,RUN2,PA1,0.984,123,99.625,98.953
Cmae,TSS,ANN,RUN2,PA1,0.987,554,99.538,99.205
Cmae,ROC,ANN,RUN2,PA1,0.997,NA,NA,NA
Cmae,FAR,ANN,RUN2,PA1,0.999,985,97.874,99.567
Cmae,SR,ANN,RUN2,PA1,0.999,985,97.874,99.567
Cmae,ACCURACY,ANN,RUN2,PA1,0.995,98,99.634,98.917
Cmae,BIAS,ANN,RUN2,PA1,1,33,99.673,98.736
Cmae,POD,ANN,RUN2,PA1,0.998,3,100,0
Cmae,CSI,ANN,RUN2,PA1,0.993,23,99.683,98.7
Cmae,ETS,ANN,RUN2,PA1,0.969,123,99.625,98.953
Cmae,KAPPA,SRE,RUN2,PA1,0.741,495,87.303,99.711
Cmae,TSS,SRE,RUN2,PA1,0.87,495,87.303,99.711
Cmae,ROC,SRE,RUN2,PA1,0.935,NA,NA,NA
Cmae,FAR,SRE,RUN2,PA1,0.999,495,87.303,99.711
Cmae,SR,SRE,RUN2,PA1,0.999,495,87.303,99.711
Cmae,ACCURACY,SRE,RUN2,PA1,0.899,495,87.303,99.711
Cmae,BIAS,SRE,RUN2,PA1,0.874,495,87.303,99.711
Cmae,POD,SRE,RUN2,PA1,0.873,495,87.303,99.711
Cmae,CSI,SRE,RUN2,PA1,0.872,495,87.303,99.711
Cmae,ETS,SRE,RUN2,PA1,0.589,495,87.303,99.711
Cmae,KAPPA,RF,RUN2,PA1,0.987,373,99.702,99.097
Cmae,TSS,RF,RUN2,PA1,0.989,872,99.558,99.314
Cmae,ROC,RF,RUN2,PA1,0.999,NA,NA,NA
Cmae,FAR,RF,RUN2,PA1,0.999,988,99.259,99.494
Cmae,SR,RF,RUN2,PA1,0.999,988,99.259,99.494
Cmae,ACCURACY,RF,RUN2,PA1,0.996,353,99.711,99.061
Cmae,BIAS,RF,RUN2,PA1,1,262,99.721,98.953
Cmae,POD,RF,RUN2,PA1,0.999,0,100,0
Cmae,CSI,RF,RUN2,PA1,0.995,348,99.711,99.061
Cmae,ETS,RF,RUN2,PA1,0.975,373,99.702,99.097
Cmae,KAPPA,GLM,RUN3,PA1,0.984,751,99.606,98.917
Cmae,TSS,GLM,RUN3,PA1,0.987,951,99.452,99.205
Cmae,ROC,GLM,RUN3,PA1,0.997,NA,NA,NA
Cmae,FAR,GLM,RUN3,PA1,0.998,981,97.826,99.35
Cmae,SR,GLM,RUN3,PA1,0.998,981,97.826,99.35
Cmae,ACCURACY,GLM,RUN3,PA1,0.995,751,99.606,98.917
Cmae,BIAS,GLM,RUN3,PA1,1,521,99.634,98.628
Cmae,POD,GLM,RUN3,PA1,0.999,2,100,0
Cmae,CSI,GLM,RUN3,PA1,0.993,751,99.606,98.917
Cmae,ETS,GLM,RUN3,PA1,0.968,751,99.606,98.917
Cmae,KAPPA,ANN,RUN3,PA1,0.987,138,99.711,99.025
Cmae,TSS,ANN,RUN3,PA1,0.987,138,99.711,99.025
Cmae,ROC,ANN,RUN3,PA1,0.998,NA,NA,NA
Cmae,FAR,ANN,RUN3,PA1,0.999,985,97.816,99.494
Cmae,SR,ANN,RUN3,PA1,0.999,985,97.816,99.494
Cmae,ACCURACY,ANN,RUN3,PA1,0.996,138,99.711,99.025
Cmae,BIAS,ANN,RUN3,PA1,1,118,99.721,98.953
Cmae,POD,ANN,RUN3,PA1,0.998,3,100,0
Cmae,CSI,ANN,RUN3,PA1,0.995,138,99.711,99.025
Cmae,ETS,ANN,RUN3,PA1,0.974,138,99.711,99.025
Cmae,KAPPA,SRE,RUN3,PA1,0.732,495,86.755,99.711
Cmae,TSS,SRE,RUN3,PA1,0.865,495,86.755,99.711
Cmae,ROC,SRE,RUN3,PA1,0.932,NA,NA,NA
Cmae,FAR,SRE,RUN3,PA1,0.999,495,86.755,99.711
Cmae,SR,SRE,RUN3,PA1,0.999,495,86.755,99.711
Cmae,ACCURACY,SRE,RUN3,PA1,0.895,495,86.755,99.711
Cmae,BIAS,SRE,RUN3,PA1,0.868,495,86.755,99.711
Cmae,POD,SRE,RUN3,PA1,0.868,495,86.755,99.711
Cmae,CSI,SRE,RUN3,PA1,0.867,495,86.755,99.711
Cmae,ETS,SRE,RUN3,PA1,0.577,495,86.755,99.711
Cmae,KAPPA,RF,RUN3,PA1,0.989,554,99.75,99.133
Cmae,TSS,RF,RUN3,PA1,0.99,922,99.586,99.386
Cmae,ROC,RF,RUN3,PA1,0.999,NA,NA,NA
Cmae,FAR,RF,RUN3,PA1,0.999,988,99.279,99.567
Cmae,SR,RF,RUN3,PA1,0.999,988,99.279,99.567
Cmae,ACCURACY,RF,RUN3,PA1,0.996,554,99.75,99.133
Cmae,BIAS,RF,RUN3,PA1,1,449,99.75,99.061
Cmae,POD,RF,RUN3,PA1,1,0,100,0
Cmae,CSI,RF,RUN3,PA1,0.995,554,99.75,99.133
Cmae,ETS,RF,RUN3,PA1,0.977,554,99.75,99.133
Cmae,KAPPA,GLM,RUN4,PA1,0.984,741,99.577,99.025
Cmae,TSS,GLM,RUN4,PA1,0.988,951,99.413,99.35
Cmae,ROC,GLM,RUN4,PA1,0.998,NA,NA,NA
Cmae,FAR,GLM,RUN4,PA1,0.999,981,97.797,99.603
Cmae,SR,GLM,RUN4,PA1,0.999,981,97.797,99.603
Cmae,ACCURACY,GLM,RUN4,PA1,0.995,741,99.577,99.025
Cmae,BIAS,GLM,RUN4,PA1,1,312,99.625,98.592
Cmae,POD,GLM,RUN4,PA1,0.999,2,100,0
Cmae,CSI,GLM,RUN4,PA1,0.993,741,99.577,99.025
Cmae,ETS,GLM,RUN4,PA1,0.968,741,99.577,99.025
Cmae,KAPPA,ANN,RUN4,PA1,0.985,42,99.711,98.772
Cmae,TSS,ANN,RUN4,PA1,0.988,704,99.461,99.314
Cmae,ROC,ANN,RUN4,PA1,0.998,NA,NA,NA
Cmae,FAR,ANN,RUN4,PA1,0.999,985,97.999,99.603
Cmae,SR,ANN,RUN4,PA1,0.999,985,97.999,99.603
Cmae,ACCURACY,ANN,RUN4,PA1,0.995,42,99.711,98.772
Cmae,BIAS,ANN,RUN4,PA1,1,62,99.673,98.772
Cmae,POD,ANN,RUN4,PA1,0.999,2,100,0
Cmae,CSI,ANN,RUN4,PA1,0.994,42,99.711,98.772
Cmae,ETS,ANN,RUN4,PA1,0.971,42,99.711,98.772
Cmae,KAPPA,SRE,RUN4,PA1,0.753,495,87.967,99.819
Cmae,TSS,SRE,RUN4,PA1,0.878,495,87.967,99.819
Cmae,ROC,SRE,RUN4,PA1,0.939,NA,NA,NA
Cmae,FAR,SRE,RUN4,PA1,0.999,495,87.967,99.819
Cmae,SR,SRE,RUN4,PA1,0.999,495,87.967,99.819
Cmae,ACCURACY,SRE,RUN4,PA1,0.905,495,87.967,99.819
Cmae,BIAS,SRE,RUN4,PA1,0.88,495,87.967,99.819
Cmae,POD,SRE,RUN4,PA1,0.88,495,87.967,99.819
Cmae,CSI,SRE,RUN4,PA1,0.879,495,87.967,99.819
Cmae,ETS,SRE,RUN4,PA1,0.604,495,87.967,99.819
Cmae,KAPPA,RF,RUN4,PA1,0.988,313,99.731,99.061
Cmae,TSS,RF,RUN4,PA1,0.991,989,99.317,99.747
Cmae,ROC,RF,RUN4,PA1,0.999,NA,NA,NA
Cmae,FAR,RF,RUN4,PA1,0.999,989,99.317,99.747
Cmae,SR,RF,RUN4,PA1,0.999,989,99.317,99.747
Cmae,ACCURACY,RF,RUN4,PA1,0.996,101,99.817,98.736
Cmae,BIAS,RF,RUN4,PA1,1,288,99.731,98.989
Cmae,POD,RF,RUN4,PA1,1,0,100,0
Cmae,CSI,RF,RUN4,PA1,0.995,86,99.827,98.7
Cmae,ETS,RF,RUN4,PA1,0.976,313,99.731,99.061
Cmae,KAPPA,GLM,RUN5,PA1,0.981,152,99.654,98.375
Cmae,TSS,GLM,RUN5,PA1,0.985,891,99.413,99.133
Cmae,ROC,GLM,RUN5,PA1,0.998,NA,NA,NA
Cmae,FAR,GLM,RUN5,PA1,0.999,981,97.653,99.531
Cmae,SR,GLM,RUN5,PA1,0.999,981,97.653,99.531
Cmae,ACCURACY,GLM,RUN5,PA1,0.994,132,99.663,98.339
Cmae,BIAS,GLM,RUN5,PA1,1,197,99.567,98.375
Cmae,POD,GLM,RUN5,PA1,0.998,2,100,0
Cmae,CSI,GLM,RUN5,PA1,0.992,127,99.663,98.339
Cmae,ETS,GLM,RUN5,PA1,0.964,152,99.654,98.375
Cmae,KAPPA,ANN,RUN5,PA1,0.983,373,99.509,99.205
Cmae,TSS,ANN,RUN5,PA1,0.987,654,99.423,99.314
Cmae,ROC,ANN,RUN5,PA1,0.997,NA,NA,NA
Cmae,FAR,ANN,RUN5,PA1,0.999,975,98.346,99.603
Cmae,SR,ANN,RUN5,PA1,0.999,975,98.346,99.603
Cmae,ACCURACY,ANN,RUN5,PA1,0.994,313,99.538,99.097
Cmae,BIAS,ANN,RUN5,PA1,1,47,99.654,98.664
Cmae,POD,ANN,RUN5,PA1,0.998,2,100,0
Cmae,CSI,ANN,RUN5,PA1,0.993,42,99.654,98.664
Cmae,ETS,ANN,RUN5,PA1,0.967,373,99.509,99.205
Cmae,KAPPA,SRE,RUN5,PA1,0.754,495,87.986,99.819
Cmae,TSS,SRE,RUN5,PA1,0.878,495,87.986,99.819
Cmae,ROC,SRE,RUN5,PA1,0.939,NA,NA,NA
Cmae,FAR,SRE,RUN5,PA1,0.999,495,87.986,99.819
Cmae,SR,SRE,RUN5,PA1,0.999,495,87.986,99.819
Cmae,ACCURACY,SRE,RUN5,PA1,0.905,495,87.986,99.819
Cmae,BIAS,SRE,RUN5,PA1,0.88,495,87.986,99.819
Cmae,POD,SRE,RUN5,PA1,0.88,495,87.986,99.819
Cmae,CSI,SRE,RUN5,PA1,0.879,495,87.986,99.819
Cmae,ETS,SRE,RUN5,PA1,0.605,495,87.986,99.819
Cmae,KAPPA,RF,RUN5,PA1,0.986,691,99.615,99.278
Cmae,TSS,RF,RUN5,PA1,0.99,979,99.336,99.639
Cmae,ROC,RF,RUN5,PA1,0.999,NA,NA,NA
Cmae,FAR,RF,RUN5,PA1,0.999,989,99.269,99.711
Cmae,SR,RF,RUN5,PA1,0.999,989,99.269,99.711
Cmae,ACCURACY,RF,RUN5,PA1,0.995,626,99.634,99.205
Cmae,BIAS,RF,RUN5,PA1,1,207,99.692,98.844
Cmae,POD,RF,RUN5,PA1,0.999,0,100,0
Cmae,CSI,RF,RUN5,PA1,0.994,605,99.634,99.205
Cmae,ETS,RF,RUN5,PA1,0.973,691,99.615,99.278
Copi,KAPPA,GLM,RUN1,PA1,0.964,61,99.779,95.12
Copi,TSS,GLM,RUN1,PA1,0.951,456,99.115,95.989
Copi,ROC,GLM,RUN1,PA1,0.991,NA,NA,NA
Copi,FAR,GLM,RUN1,PA1,0.996,969,72.18,98.997
Copi,SR,GLM,RUN1,PA1,0.996,969,72.18,98.997
Copi,ACCURACY,GLM,RUN1,PA1,0.988,41,99.841,94.953
Copi,BIAS,GLM,RUN1,PA1,1,525,98.973,96.056
Copi,POD,GLM,RUN1,PA1,0.999,2,100,0
Copi,CSI,GLM,RUN1,PA1,0.985,32,99.841,94.92
Copi,ETS,GLM,RUN1,PA1,0.93,61,99.779,95.12
Copi,KAPPA,ANN,RUN1,PA1,0.97,95,99.274,98.028
Copi,TSS,ANN,RUN1,PA1,0.978,711,98.955,98.83
Copi,ROC,ANN,RUN1,PA1,0.994,NA,NA,NA
Copi,FAR,ANN,RUN1,PA1,0.998,980,90.898,99.265
Copi,SR,ANN,RUN1,PA1,0.998,980,90.898,99.265
Copi,ACCURACY,ANN,RUN1,PA1,0.99,95,99.274,98.028
Copi,BIAS,ANN,RUN1,PA1,1,35,99.336,97.46
Copi,POD,ANN,RUN1,PA1,0.995,5,100,0
Copi,CSI,ANN,RUN1,PA1,0.988,95,99.274,98.028
Copi,ETS,ANN,RUN1,PA1,0.943,95,99.274,98.028
Copi,KAPPA,SRE,RUN1,PA1,0.702,495,85.01,99.733
Copi,TSS,SRE,RUN1,PA1,0.847,495,85.01,99.733
Copi,ROC,SRE,RUN1,PA1,0.924,NA,NA,NA
Copi,FAR,SRE,RUN1,PA1,0.999,495,85.01,99.733
Copi,SR,SRE,RUN1,PA1,0.999,495,85.01,99.733
Copi,ACCURACY,SRE,RUN1,PA1,0.881,495,85.01,99.733
Copi,BIAS,SRE,RUN1,PA1,0.851,495,85.01,99.733
Copi,POD,SRE,RUN1,PA1,0.85,495,85.01,99.733
Copi,CSI,SRE,RUN1,PA1,0.849,495,85.01,99.733
Copi,ETS,SRE,RUN1,PA1,0.541,495,85.01,99.733
Copi,KAPPA,RF,RUN1,PA1,0.989,262,99.761,99.131
Copi,TSS,RF,RUN1,PA1,0.99,882,99.602,99.432
Copi,ROC,RF,RUN1,PA1,0.999,NA,NA,NA
Copi,FAR,RF,RUN1,PA1,0.999,988,99.247,99.566
Copi,SR,RF,RUN1,PA1,0.999,988,99.247,99.566
Copi,ACCURACY,RF,RUN1,PA1,0.996,197,99.779,99.064
Copi,BIAS,RF,RUN1,PA1,1,237,99.761,99.098
Copi,POD,RF,RUN1,PA1,0.999,0,100,0
Copi,CSI,RF,RUN1,PA1,0.995,181,99.787,98.997
Copi,ETS,RF,RUN1,PA1,0.978,262,99.761,99.131
Copi,KAPPA,GLM,RUN2,PA1,0.973,141,99.531,97.56
Copi,TSS,GLM,RUN2,PA1,0.974,738,99.168,98.229
Copi,ROC,GLM,RUN2,PA1,0.994,NA,NA,NA
Copi,FAR,GLM,RUN2,PA1,0.997,977,86.019,98.964
Copi,SR,GLM,RUN2,PA1,0.997,977,86.019,98.964
Copi,ACCURACY,GLM,RUN2,PA1,0.991,111,99.575,97.393
Copi,BIAS,GLM,RUN2,PA1,1,420,99.424,97.861
Copi,POD,GLM,RUN2,PA1,0.999,2,100,0
Copi,CSI,GLM,RUN2,PA1,0.989,12,99.841,96.324
Copi,ETS,GLM,RUN2,PA1,0.948,141,99.531,97.56
Copi,KAPPA,ANN,RUN2,PA1,0.978,22,99.761,97.36
Copi,TSS,ANN,RUN2,PA1,0.978,752,99.159,98.663
Copi,ROC,ANN,RUN2,PA1,0.995,NA,NA,NA
Copi,FAR,ANN,RUN2,PA1,0.997,982,85.275,99.198
Copi,SR,ANN,RUN2,PA1,0.997,982,85.275,99.198
