sps,test,model,run,PA,score,Cutoff,Sensitivity,Specificity
Mlei,ACCURACY,RF,RUN3,PA1,0.995,237,98.872,99.667
Mlei,BIAS,RF,RUN3,PA1,1,307,98.59,99.667
Mlei,POD,RF,RUN3,PA1,1,16,100,90.9
Mlei,CSI,RF,RUN3,PA1,0.975,237,98.872,99.667
Mlei,ETS,RF,RUN3,PA1,0.969,237,98.872,99.667
Mlei,KAPPA,GLM,RUN4,PA1,0.956,932,96.615,99.067
Mlei,TSS,GLM,RUN4,PA1,0.958,842,96.756,98.967
Mlei,ROC,GLM,RUN4,PA1,0.994,NA,NA,NA
Mlei,FAR,GLM,RUN4,PA1,0.968,981,80.677,99.367
Mlei,SR,GLM,RUN4,PA1,0.968,981,80.677,99.367
Mlei,ACCURACY,GLM,RUN4,PA1,0.986,932,96.615,99.067
Mlei,BIAS,GLM,RUN4,PA1,1,951,96.333,99.133
Mlei,POD,GLM,RUN4,PA1,1,10,100,0
Mlei,CSI,GLM,RUN4,PA1,0.931,932,96.615,99.067
Mlei,ETS,GLM,RUN4,PA1,0.915,932,96.615,99.067
Mlei,KAPPA,ANN,RUN4,PA1,0.967,638,99.859,98.733
Mlei,TSS,ANN,RUN4,PA1,0.986,638,99.859,98.733
Mlei,ROC,ANN,RUN4,PA1,0.994,NA,NA,NA
Mlei,FAR,ANN,RUN4,PA1,0.97,983,95.769,99.267
Mlei,SR,ANN,RUN4,PA1,0.97,983,95.769,99.267
Mlei,ACCURACY,ANN,RUN4,PA1,0.989,638,99.859,98.733
Mlei,BIAS,ANN,RUN4,PA1,1,963,96.615,99.2
Mlei,POD,ANN,RUN4,PA1,0.999,333,99.859,98.6
Mlei,CSI,ANN,RUN4,PA1,0.948,638,99.859,98.733
Mlei,ETS,ANN,RUN4,PA1,0.935,638,99.859,98.733
Mlei,KAPPA,SRE,RUN4,PA1,0.934,495,91.678,99.5
Mlei,TSS,SRE,RUN4,PA1,0.912,495,91.678,99.5
Mlei,ROC,SRE,RUN4,PA1,0.956,NA,NA,NA
Mlei,FAR,SRE,RUN4,PA1,0.977,495,91.678,99.5
Mlei,SR,SRE,RUN4,PA1,0.977,495,91.678,99.5
Mlei,ACCURACY,SRE,RUN4,PA1,0.98,495,91.678,99.5
Mlei,BIAS,SRE,RUN4,PA1,0.938,495,91.678,99.5
Mlei,POD,SRE,RUN4,PA1,0.917,495,91.678,99.5
Mlei,CSI,SRE,RUN4,PA1,0.898,495,91.678,99.5
Mlei,ETS,SRE,RUN4,PA1,0.876,495,91.678,99.5
Mlei,KAPPA,RF,RUN4,PA1,0.97,228,97.884,99.367
Mlei,TSS,RF,RUN4,PA1,0.98,118,99.013,99.033
Mlei,ROC,RF,RUN4,PA1,0.999,NA,NA,NA
Mlei,FAR,RF,RUN4,PA1,0.988,990,95.628,99.7
Mlei,SR,RF,RUN4,PA1,0.988,990,95.628,99.7
Mlei,ACCURACY,RF,RUN4,PA1,0.991,228,97.884,99.367
Mlei,BIAS,RF,RUN4,PA1,1,259,97.461,99.4
Mlei,POD,RF,RUN4,PA1,1,13,100,90.033
Mlei,CSI,RF,RUN4,PA1,0.953,228,97.884,99.367
Mlei,ETS,RF,RUN4,PA1,0.943,228,97.884,99.367
Mlei,KAPPA,GLM,RUN5,PA1,0.957,946,97.461,98.933
Mlei,TSS,GLM,RUN5,PA1,0.964,946,97.461,98.933
Mlei,ROC,GLM,RUN5,PA1,0.994,NA,NA,NA
Mlei,FAR,GLM,RUN5,PA1,0.958,981,83.498,99.1
Mlei,SR,GLM,RUN5,PA1,0.958,981,83.498,99.1
Mlei,ACCURACY,GLM,RUN5,PA1,0.987,946,97.461,98.933
Mlei,BIAS,GLM,RUN5,PA1,0.984,961,97.179,98.967
Mlei,POD,GLM,RUN5,PA1,0.999,9,100,0
Mlei,CSI,GLM,RUN5,PA1,0.933,946,97.461,98.933
Mlei,ETS,GLM,RUN5,PA1,0.917,946,97.461,98.933
Mlei,KAPPA,ANN,RUN5,PA1,0.949,951,97.038,98.733
Mlei,TSS,ANN,RUN5,PA1,0.968,139,99.577,97.233
Mlei,ROC,ANN,RUN5,PA1,0.991,NA,NA,NA
Mlei,FAR,ANN,RUN5,PA1,0.956,981,95.628,98.933
Mlei,SR,ANN,RUN5,PA1,0.956,981,95.628,98.933
Mlei,ACCURACY,ANN,RUN5,PA1,0.984,951,97.038,98.733
Mlei,BIAS,ANN,RUN5,PA1,0.999,981,95.628,98.933
Mlei,POD,ANN,RUN5,PA1,0.997,4,100,0
Mlei,CSI,ANN,RUN5,PA1,0.921,951,97.038,98.733
Mlei,ETS,ANN,RUN5,PA1,0.903,951,97.038,98.733
Mlei,KAPPA,SRE,RUN5,PA1,0.944,495,93.935,99.333
Mlei,TSS,SRE,RUN5,PA1,0.933,495,93.935,99.333
Mlei,ROC,SRE,RUN5,PA1,0.966,NA,NA,NA
Mlei,FAR,SRE,RUN5,PA1,0.971,495,93.935,99.333
Mlei,SR,SRE,RUN5,PA1,0.971,495,93.935,99.333
Mlei,ACCURACY,SRE,RUN5,PA1,0.983,495,93.935,99.333
Mlei,BIAS,SRE,RUN5,PA1,0.968,495,93.935,99.333
Mlei,POD,SRE,RUN5,PA1,0.939,495,93.935,99.333
Mlei,CSI,SRE,RUN5,PA1,0.914,495,93.935,99.333
Mlei,ETS,SRE,RUN5,PA1,0.895,495,93.935,99.333
Mlei,KAPPA,RF,RUN5,PA1,0.976,157,99.295,99.233
Mlei,TSS,RF,RUN5,PA1,0.985,157,99.295,99.233
Mlei,ROC,RF,RUN5,PA1,0.997,NA,NA,NA
Mlei,FAR,RF,RUN5,PA1,0.98,980,96.192,99.533
Mlei,SR,RF,RUN5,PA1,0.98,980,96.192,99.533
Mlei,ACCURACY,RF,RUN5,PA1,0.992,187,99.154,99.233
Mlei,BIAS,RF,RUN5,PA1,1,819,97.32,99.367
Mlei,POD,RF,RUN5,PA1,0.999,21,99.859,90.967
Mlei,CSI,RF,RUN5,PA1,0.962,157,99.295,99.233
Mlei,ETS,RF,RUN5,PA1,0.953,157,99.295,99.233
Mman,KAPPA,GLM,RUN1,PA1,0.916,925,92.356,98.488
Mman,TSS,GLM,RUN1,PA1,0.933,629.5,97.744,95.536
Mman,ROC,GLM,RUN1,PA1,0.988,NA,NA,NA
Mman,FAR,GLM,RUN1,PA1,0.963,964,60.025,99.316
Mman,SR,GLM,RUN1,PA1,0.963,964,60.025,99.316
Mman,ACCURACY,GLM,RUN1,PA1,0.971,925,92.356,98.488
Mman,BIAS,GLM,RUN1,PA1,0.997,906,93.233,98.128
Mman,POD,GLM,RUN1,PA1,1,13,100,0
Mman,CSI,GLM,RUN1,PA1,0.877,925,92.356,98.488
Mman,ETS,GLM,RUN1,PA1,0.845,925,92.356,98.488
Mman,KAPPA,ANN,RUN1,PA1,0.952,775,98.872,98.164
Mman,TSS,ANN,RUN1,PA1,0.97,775,98.872,98.164
Mman,ROC,ANN,RUN1,PA1,0.993,NA,NA,NA
Mman,FAR,ANN,RUN1,PA1,0.973,979,90.226,99.28
Mman,SR,ANN,RUN1,PA1,0.973,979,90.226,99.28
Mman,ACCURACY,ANN,RUN1,PA1,0.983,775,98.872,98.164
Mman,BIAS,ANN,RUN1,PA1,0.994,919,95.865,98.992
Mman,POD,ANN,RUN1,PA1,0.992,45,99.248,95.752
Mman,CSI,ANN,RUN1,PA1,0.929,775,98.872,98.164
Mman,ETS,ANN,RUN1,PA1,0.909,775,98.872,98.164
Mman,KAPPA,SRE,RUN1,PA1,0.888,495,87.845,98.632
Mman,TSS,SRE,RUN1,PA1,0.865,495,87.845,98.632
Mman,ROC,SRE,RUN1,PA1,0.932,NA,NA,NA
Mman,FAR,SRE,RUN1,PA1,0.949,495,87.845,98.632
Mman,SR,SRE,RUN1,PA1,0.949,495,87.845,98.632
Mman,ACCURACY,SRE,RUN1,PA1,0.962,495,87.845,98.632
Mman,BIAS,SRE,RUN1,PA1,0.926,495,87.845,98.632
Mman,POD,SRE,RUN1,PA1,0.878,495,87.845,98.632
Mman,CSI,SRE,RUN1,PA1,0.839,495,87.845,98.632
Mman,ETS,SRE,RUN1,PA1,0.799,495,87.845,98.632
Mman,KAPPA,RF,RUN1,PA1,0.981,581,98.872,99.46
Mman,TSS,RF,RUN1,PA1,0.984,253,99.373,99.064
Mman,ROC,RF,RUN1,PA1,0.999,NA,NA,NA
Mman,FAR,RF,RUN1,PA1,0.99,990,96.491,99.712
Mman,SR,RF,RUN1,PA1,0.99,990,96.491,99.712
Mman,ACCURACY,RF,RUN1,PA1,0.993,591,98.872,99.46
Mman,BIAS,RF,RUN1,PA1,1,788,98.246,99.496
Mman,POD,RF,RUN1,PA1,1,1,100,0
Mman,CSI,RF,RUN1,PA1,0.97,581,98.872,99.46
Mman,ETS,RF,RUN1,PA1,0.962,581,98.872,99.46
Mman,KAPPA,GLM,RUN2,PA1,0.894,819,95.113,96.508
Mman,TSS,GLM,RUN2,PA1,0.926,567,97.243,95.356
Mman,ROC,GLM,RUN2,PA1,0.986,NA,NA,NA
Mman,FAR,GLM,RUN2,PA1,0.957,964,62.03,99.172
Mman,SR,GLM,RUN2,PA1,0.957,964,62.03,99.172
Mman,ACCURACY,GLM,RUN2,PA1,0.962,829,94.737,96.652
Mman,BIAS,GLM,RUN2,PA1,0.997,906,91.353,97.408
Mman,POD,GLM,RUN2,PA1,1,14,100,0
Mman,CSI,GLM,RUN2,PA1,0.849,819,95.113,96.508
Mman,ETS,GLM,RUN2,PA1,0.808,819,95.113,96.508
Mman,KAPPA,ANN,RUN2,PA1,0.955,921,98.12,98.524
Mman,TSS,ANN,RUN2,PA1,0.971,522,99.123,97.948
Mman,ROC,ANN,RUN2,PA1,0.993,NA,NA,NA
Mman,FAR,ANN,RUN2,PA1,0.961,981,86.967,99.028
Mman,SR,ANN,RUN2,PA1,0.961,981,86.967,99.028
Mman,ACCURACY,ANN,RUN2,PA1,0.984,926,98.12,98.524
Mman,BIAS,ANN,RUN2,PA1,0.982,941,97.243,98.596
Mman,POD,ANN,RUN2,PA1,0.996,4,100,0
Mman,CSI,ANN,RUN2,PA1,0.933,921,98.12,98.524
Mman,ETS,ANN,RUN2,PA1,0.915,921,98.12,98.524
Mman,KAPPA,SRE,RUN2,PA1,0.879,495,86.466,98.668
Mman,TSS,SRE,RUN2,PA1,0.851,495,86.466,98.668
Mman,ROC,SRE,RUN2,PA1,0.926,NA,NA,NA
Mman,FAR,SRE,RUN2,PA1,0.949,495,86.466,98.668
Mman,SR,SRE,RUN2,PA1,0.949,495,86.466,98.668
Mman,ACCURACY,SRE,RUN2,PA1,0.959,495,86.466,98.668
Mman,BIAS,SRE,RUN2,PA1,0.911,495,86.466,98.668
Mman,POD,SRE,RUN2,PA1,0.865,495,86.466,98.668
Mman,CSI,SRE,RUN2,PA1,0.826,495,86.466,98.668
Mman,ETS,SRE,RUN2,PA1,0.784,495,86.466,98.668
Mman,KAPPA,RF,RUN2,PA1,0.973,782.5,98.12,99.316
Mman,TSS,RF,RUN2,PA1,0.98,153,99.248,98.704
Mman,ROC,RF,RUN2,PA1,0.997,NA,NA,NA
Mman,FAR,RF,RUN2,PA1,0.986,989,95.739,99.604
Mman,SR,RF,RUN2,PA1,0.986,989,95.739,99.604
Mman,ACCURACY,RF,RUN2,PA1,0.99,803,98.12,99.316
Mman,BIAS,RF,RUN2,PA1,1,838,97.744,99.352
Mman,POD,RF,RUN2,PA1,0.997,2,100,0
Mman,CSI,RF,RUN2,PA1,0.958,782.5,98.12,99.316
Mman,ETS,RF,RUN2,PA1,0.947,782.5,98.12,99.316
Mman,KAPPA,GLM,RUN3,PA1,0.898,925,91.103,97.912
Mman,TSS,GLM,RUN3,PA1,0.918,828,95.614,96.184
Mman,ROC,GLM,RUN3,PA1,0.987,NA,NA,NA
Mman,FAR,GLM,RUN3,PA1,0.963,963,63.784,99.316
Mman,SR,GLM,RUN3,PA1,0.963,963,63.784,99.316
Mman,ACCURACY,GLM,RUN3,PA1,0.965,925,91.103,97.912
Mman,BIAS,GLM,RUN3,PA1,0.996,915,92.105,97.588
Mman,POD,GLM,RUN3,PA1,1,14,100,0
Mman,CSI,GLM,RUN3,PA1,0.852,925,91.103,97.912
Mman,ETS,GLM,RUN3,PA1,0.814,925,91.103,97.912
Mman,KAPPA,ANN,RUN3,PA1,0.929,894,95.99,97.948
Mman,TSS,ANN,RUN3,PA1,0.953,499,98.872,96.4
Mman,ROC,ANN,RUN3,PA1,0.991,NA,NA,NA
Mman,FAR,ANN,RUN3,PA1,0.945,963,92.481,98.452
Mman,SR,ANN,RUN3,PA1,0.945,963,92.481,98.452
Mman,ACCURACY,ANN,RUN3,PA1,0.975,894,95.99,97.948
Mman,BIAS,ANN,RUN3,PA1,0.985,953,92.857,98.272
Mman,POD,ANN,RUN3,PA1,1,5,100,0
Mman,CSI,ANN,RUN3,PA1,0.896,894,95.99,97.948
Mman,ETS,ANN,RUN3,PA1,0.867,894,95.99,97.948
Mman,KAPPA,SRE,RUN3,PA1,0.875,495,86.466,98.488
Mman,TSS,SRE,RUN3,PA1,0.85,495,86.466,98.488
Mman,ROC,SRE,RUN3,PA1,0.925,NA,NA,NA
Mman,FAR,SRE,RUN3,PA1,0.943,495,86.466,98.488
Mman,SR,SRE,RUN3,PA1,0.943,495,86.466,98.488
Mman,ACCURACY,SRE,RUN3,PA1,0.958,495,86.466,98.488
Mman,BIAS,SRE,RUN3,PA1,0.917,495,86.466,98.488
Mman,POD,SRE,RUN3,PA1,0.865,495,86.466,98.488
Mman,CSI,SRE,RUN3,PA1,0.821,495,86.466,98.488
Mman,ETS,SRE,RUN3,PA1,0.778,495,86.466,98.488
Mman,KAPPA,RF,RUN3,PA1,0.977,793,98.246,99.46
Mman,TSS,RF,RUN3,PA1,0.986,253,99.749,98.848
Mman,ROC,RF,RUN3,PA1,0.999,NA,NA,NA
Mman,FAR,RF,RUN3,PA1,0.991,990,95.614,99.676
Mman,SR,RF,RUN3,PA1,0.991,990,95.614,99.676
Mman,ACCURACY,RF,RUN3,PA1,0.992,793,98.246,99.46
Mman,BIAS,RF,RUN3,PA1,0.999,808,97.995,99.46
Mman,POD,RF,RUN3,PA1,1,1,100,0
Mman,CSI,RF,RUN3,PA1,0.964,793,98.246,99.46
Mman,ETS,RF,RUN3,PA1,0.954,793,98.246,99.46
Mman,KAPPA,GLM,RUN4,PA1,0.885,848,94.11,96.436
Mman,TSS,GLM,RUN4,PA1,0.913,538,96.742,94.6
Mman,ROC,GLM,RUN4,PA1,0.986,NA,NA,NA
Mman,FAR,GLM,RUN4,PA1,0.964,964,67.92,99.172
Mman,SR,GLM,RUN4,PA1,0.964,964,67.92,99.172
Mman,ACCURACY,GLM,RUN4,PA1,0.959,848,94.11,96.436
Mman,BIAS,GLM,RUN4,PA1,0.997,897,90.226,97.264
Mman,POD,GLM,RUN4,PA1,0.999,15,100,0
Mman,CSI,GLM,RUN4,PA1,0.837,848,94.11,96.436
Mman,ETS,GLM,RUN4,PA1,0.794,848,94.11,96.436
Mman,KAPPA,ANN,RUN4,PA1,0.947,775,98.246,98.092
Mman,TSS,ANN,RUN4,PA1,0.963,775,98.246,98.092
Mman,ROC,ANN,RUN4,PA1,0.992,NA,NA,NA
Mman,FAR,ANN,RUN4,PA1,0.971,978,88.972,99.244
Mman,SR,ANN,RUN4,PA1,0.971,978,88.972,99.244
Mman,ACCURACY,ANN,RUN4,PA1,0.981,775,98.246,98.092
Mman,BIAS,ANN,RUN4,PA1,0.986,919,96.241,98.596
Mman,POD,ANN,RUN4,PA1,0.999,6,100,0
Mman,CSI,ANN,RUN4,PA1,0.921,775,98.246,98.092
Mman,ETS,ANN,RUN4,PA1,0.899,775,98.246,98.092
Mman,KAPPA,SRE,RUN4,PA1,0.87,495,85.338,98.596
Mman,TSS,SRE,RUN4,PA1,0.839,495,85.338,98.596
Mman,ROC,SRE,RUN4,PA1,0.92,NA,NA,NA
Mman,FAR,SRE,RUN4,PA1,0.946,495,85.338,98.596
Mman,SR,SRE,RUN4,PA1,0.946,495,85.338,98.596
Mman,ACCURACY,SRE,RUN4,PA1,0.956,495,85.338,98.596
Mman,BIAS,SRE,RUN4,PA1,0.902,495,85.338,98.596
Mman,POD,SRE,RUN4,PA1,0.853,495,85.338,98.596
Mman,CSI,SRE,RUN4,PA1,0.814,495,85.338,98.596
Mman,ETS,SRE,RUN4,PA1,0.769,495,85.338,98.596
Mman,KAPPA,RF,RUN4,PA1,0.98,677,98.622,99.496
Mman,TSS,RF,RUN4,PA1,0.984,410,99.248,99.172
Mman,ROC,RF,RUN4,PA1,0.999,NA,NA,NA
Mman,FAR,RF,RUN4,PA1,0.987,990,96.617,99.64
Mman,SR,RF,RUN4,PA1,0.987,990,96.617,99.64
Mman,ACCURACY,RF,RUN4,PA1,0.993,677,98.622,99.496
Mman,BIAS,RF,RUN4,PA1,0.999,753,98.12,99.496
Mman,POD,RF,RUN4,PA1,1,1,100,0
Mman,CSI,RF,RUN4,PA1,0.969,677,98.622,99.496
Mman,ETS,RF,RUN4,PA1,0.961,677,98.622,99.496
Mman,KAPPA,GLM,RUN5,PA1,0.882,838,94.486,96.148
Mman,TSS,GLM,RUN5,PA1,0.916,586,96.867,94.708
Mman,ROC,GLM,RUN5,PA1,0.984,NA,NA,NA
Mman,FAR,GLM,RUN5,PA1,0.955,964,59.273,99.172
Mman,SR,GLM,RUN5,PA1,0.955,964,59.273,99.172
Mman,ACCURACY,GLM,RUN5,PA1,0.958,838,94.486,96.148
Mman,BIAS,GLM,RUN5,PA1,0.995,906,89.474,97.084
Mman,POD,GLM,RUN5,PA1,1,14,100,0
Mman,CSI,GLM,RUN5,PA1,0.833,838,94.486,96.148
Mman,ETS,GLM,RUN5,PA1,0.788,838,94.486,96.148
Mman,KAPPA,ANN,RUN5,PA1,0.931,919,94.361,98.524
Mman,TSS,ANN,RUN5,PA1,0.94,228,96.241,97.768
Mman,ROC,ANN,RUN5,PA1,0.989,NA,NA,NA
Mman,FAR,ANN,RUN5,PA1,0.961,978,89.223,98.956
Mman,SR,ANN,RUN5,PA1,0.961,978,89.223,98.956
Mman,ACCURACY,ANN,RUN5,PA1,0.976,919,94.361,98.524
Mman,BIAS,ANN,RUN5,PA1,0.999,900,94.486,98.452
Mman,POD,ANN,RUN5,PA1,1,17,100,0
Mman,CSI,ANN,RUN5,PA1,0.897,919,94.361,98.524
Mman,ETS,ANN,RUN5,PA1,0.87,919,94.361,98.524
Mman,KAPPA,SRE,RUN5,PA1,0.878,495,84.962,99.1
Mman,TSS,SRE,RUN5,PA1,0.841,495,84.962,99.1
Mman,ROC,SRE,RUN5,PA1,0.92,NA,NA,NA
Mman,FAR,SRE,RUN5,PA1,0.964,495,84.962,99.1
Mman,SR,SRE,RUN5,PA1,0.964,495,84.962,99.1
Mman,ACCURACY,SRE,RUN5,PA1,0.959,495,84.962,99.1
Mman,BIAS,SRE,RUN5,PA1,0.881,495,84.962,99.1
Mman,POD,SRE,RUN5,PA1,0.85,495,84.962,99.1
Mman,CSI,SRE,RUN5,PA1,0.824,495,84.962,99.1
Mman,ETS,SRE,RUN5,PA1,0.782,495,84.962,99.1
Mman,KAPPA,RF,RUN5,PA1,0.969,899,96.867,99.532
Mman,TSS,RF,RUN5,PA1,0.977,78,99.248,98.488
Mman,ROC,RF,RUN5,PA1,0.999,NA,NA,NA
Mman,FAR,RF,RUN5,PA1,0.987,990,95.489,99.64
Mman,SR,RF,RUN5,PA1,0.987,990,95.489,99.64
Mman,ACCURACY,RF,RUN5,PA1,0.989,899,96.867,99.532
Mman,BIAS,RF,RUN5,PA1,1,627,97.368,99.244
Mman,POD,RF,RUN5,PA1,1,2,100,0
Mman,CSI,RF,RUN5,PA1,0.953,899,96.867,99.532
Mman,ETS,RF,RUN5,PA1,0.94,899,96.867,99.532
Mmem,KAPPA,GLM,RUN1,PA1,0.979,939,99.472,98.45
Mmem,TSS,GLM,RUN1,PA1,0.979,939,99.472,98.45
Mmem,ROC,GLM,RUN1,PA1,0.996,NA,NA,NA
Mmem,FAR,GLM,RUN1,PA1,0.991,979,97.217,99.027
Mmem,SR,GLM,RUN1,PA1,0.991,979,97.217,99.027
Mmem,ACCURACY,GLM,RUN1,PA1,0.99,939,99.472,98.45
Mmem,BIAS,GLM,RUN1,PA1,0.998,959,98.908,98.594
Mmem,POD,GLM,RUN1,PA1,0.999,2,100,0
Mmem,CSI,GLM,RUN1,PA1,0.98,939,99.472,98.45
Mmem,ETS,GLM,RUN1,PA1,0.959,939,99.472,98.45
Mmem,KAPPA,ANN,RUN1,PA1,0.981,833,99.472,98.594
Mmem,TSS,ANN,RUN1,PA1,0.981,833,99.472,98.594
Mmem,ROC,ANN,RUN1,PA1,0.997,NA,NA,NA
Mmem,FAR,ANN,RUN1,PA1,0.992,983,96.337,99.207
Mmem,SR,ANN,RUN1,PA1,0.992,983,96.337,99.207
Mmem,ACCURACY,ANN,RUN1,PA1,0.991,833,99.472,98.594
Mmem,BIAS,ANN,RUN1,PA1,0.999,938,98.979,98.81
Mmem,POD,ANN,RUN1,PA1,0.999,7,99.93,95.674
Mmem,CSI,ANN,RUN1,PA1,0.982,833,99.472,98.594
Mmem,ETS,ANN,RUN1,PA1,0.963,833,99.472,98.594
Mmem,KAPPA,SRE,RUN1,PA1,0.881,495,88.588,99.676
Mmem,TSS,SRE,RUN1,PA1,0.883,495,88.588,99.676
Mmem,ROC,SRE,RUN1,PA1,0.941,NA,NA,NA
Mmem,FAR,SRE,RUN1,PA1,0.996,495,88.588,99.676
Mmem,SR,SRE,RUN1,PA1,0.996,495,88.588,99.676
Mmem,ACCURACY,SRE,RUN1,PA1,0.941,495,88.588,99.676
Mmem,BIAS,SRE,RUN1,PA1,0.889,495,88.588,99.676
Mmem,POD,SRE,RUN1,PA1,0.886,495,88.588,99.676
Mmem,CSI,SRE,RUN1,PA1,0.883,495,88.588,99.676
Mmem,ETS,SRE,RUN1,PA1,0.788,495,88.588,99.676
Mmem,KAPPA,RF,RUN1,PA1,0.984,565,99.542,98.81
Mmem,TSS,RF,RUN1,PA1,0.984,565,99.542,98.81
Mmem,ROC,RF,RUN1,PA1,0.998,NA,NA,NA
Mmem,FAR,RF,RUN1,PA1,0.995,988,97.746,99.495
Mmem,SR,RF,RUN1,PA1,0.995,988,97.746,99.495
Mmem,ACCURACY,RF,RUN1,PA1,0.992,565,99.542,98.81
Mmem,BIAS,RF,RUN1,PA1,1,867,99.119,99.099
Mmem,POD,RF,RUN1,PA1,0.999,0,100,0
Mmem,CSI,RF,RUN1,PA1,0.984,565,99.542,98.81
Mmem,ETS,RF,RUN1,PA1,0.968,565,99.542,98.81
Mmem,KAPPA,GLM,RUN2,PA1,0.978,939,99.296,98.486
Mmem,TSS,GLM,RUN2,PA1,0.978,939,99.296,98.486
Mmem,ROC,GLM,RUN2,PA1,0.996,NA,NA,NA
Mmem,FAR,GLM,RUN2,PA1,0.991,979,96.337,99.063
Mmem,SR,GLM,RUN2,PA1,0.991,979,96.337,99.063
Mmem,ACCURACY,GLM,RUN2,PA1,0.989,939,99.296,98.486
Mmem,BIAS,GLM,RUN2,PA1,1,959,98.662,98.594
Mmem,POD,GLM,RUN2,PA1,0.999,2,100,0
Mmem,CSI,GLM,RUN2,PA1,0.978,939,99.296,98.486
Mmem,ETS,GLM,RUN2,PA1,0.957,939,99.296,98.486
Mmem,KAPPA,ANN,RUN2,PA1,0.981,903,99.296,98.774
Mmem,TSS,ANN,RUN2,PA1,0.981,903,99.296,98.774
Mmem,ROC,ANN,RUN2,PA1,0.997,NA,NA,NA
Mmem,FAR,ANN,RUN2,PA1,0.99,983,95.985,98.991
Mmem,SR,ANN,RUN2,PA1,0.99,983,95.985,98.991
Mmem,ACCURACY,ANN,RUN2,PA1,0.99,903,99.296,98.774
Mmem,BIAS,ANN,RUN2,PA1,0.997,943,99.084,98.774
Mmem,POD,ANN,RUN2,PA1,0.999,3,100,0
Mmem,CSI,ANN,RUN2,PA1,0.981,903,99.296,98.774
Mmem,ETS,ANN,RUN2,PA1,0.962,903,99.296,98.774
Mmem,KAPPA,SRE,RUN2,PA1,0.882,495,88.658,99.676
Mmem,TSS,SRE,RUN2,PA1,0.883,495,88.658,99.676
Mmem,ROC,SRE,RUN2,PA1,0.942,NA,NA,NA
Mmem,FAR,SRE,RUN2,PA1,0.996,495,88.658,99.676
Mmem,SR,SRE,RUN2,PA1,0.996,495,88.658,99.676
Mmem,ACCURACY,SRE,RUN2,PA1,0.941,495,88.658,99.676
Mmem,BIAS,SRE,RUN2,PA1,0.89,495,88.658,99.676
Mmem,POD,SRE,RUN2,PA1,0.887,495,88.658,99.676
Mmem,CSI,SRE,RUN2,PA1,0.884,495,88.658,99.676
Mmem,ETS,SRE,RUN2,PA1,0.789,495,88.658,99.676
Mmem,KAPPA,RF,RUN2,PA1,0.985,625,99.507,98.991
Mmem,TSS,RF,RUN2,PA1,0.985,625,99.507,98.991
Mmem,ROC,RF,RUN2,PA1,0.998,NA,NA,NA
Mmem,FAR,RF,RUN2,PA1,0.995,988,97.746,99.495
Mmem,SR,RF,RUN2,PA1,0.995,988,97.746,99.495
Mmem,ACCURACY,RF,RUN2,PA1,0.993,625,99.507,98.991
Mmem,BIAS,RF,RUN2,PA1,1,801,99.26,99.207
Mmem,POD,RF,RUN2,PA1,0.999,0,100,0
Mmem,CSI,RF,RUN2,PA1,0.985,625,99.507,98.991
Mmem,ETS,RF,RUN2,PA1,0.971,625,99.507,98.991
Mmem,KAPPA,GLM,RUN3,PA1,0.987,905,99.472,99.207
Mmem,TSS,GLM,RUN3,PA1,0.987,905,99.472,99.207
Mmem,ROC,GLM,RUN3,PA1,0.998,NA,NA,NA
Mmem,FAR,GLM,RUN3,PA1,0.996,980,96.619,99.603
Mmem,SR,GLM,RUN3,PA1,0.996,980,96.619,99.603
Mmem,ACCURACY,GLM,RUN3,PA1,0.993,905,99.472,99.207
Mmem,BIAS,GLM,RUN3,PA1,0.999,930,99.401,99.243
Mmem,POD,GLM,RUN3,PA1,0.999,2,100,0
Mmem,CSI,GLM,RUN3,PA1,0.987,905,99.472,99.207
Mmem,ETS,GLM,RUN3,PA1,0.974,905,99.472,99.207
Mmem,KAPPA,ANN,RUN3,PA1,0.988,709,99.507,99.279
Mmem,TSS,ANN,RUN3,PA1,0.988,709,99.507,99.279
Mmem,ROC,ANN,RUN3,PA1,0.998,NA,NA,NA
Mmem,FAR,ANN,RUN3,PA1,0.996,984,96.583,99.64
Mmem,SR,ANN,RUN3,PA1,0.996,984,96.583,99.64
Mmem,ACCURACY,ANN,RUN3,PA1,0.994,664,99.542,99.243
Mmem,BIAS,ANN,RUN3,PA1,1,844,99.331,99.315
Mmem,POD,ANN,RUN3,PA1,0.999,3,100,0
Mmem,CSI,ANN,RUN3,PA1,0.988,619,99.542,99.243
Mmem,ETS,ANN,RUN3,PA1,0.976,709,99.507,99.279
Mmem,KAPPA,SRE,RUN3,PA1,0.893,495,89.644,99.784
Mmem,TSS,SRE,RUN3,PA1,0.894,495,89.644,99.784
Mmem,ROC,SRE,RUN3,PA1,0.947,NA,NA,NA
Mmem,FAR,SRE,RUN3,PA1,0.998,495,89.644,99.784
Mmem,SR,SRE,RUN3,PA1,0.998,495,89.644,99.784
Mmem,ACCURACY,SRE,RUN3,PA1,0.947,495,89.644,99.784
Mmem,BIAS,SRE,RUN3,PA1,0.899,495,89.644,99.784
Mmem,POD,SRE,RUN3,PA1,0.896,495,89.644,99.784
Mmem,CSI,SRE,RUN3,PA1,0.895,495,89.644,99.784
Mmem,ETS,SRE,RUN3,PA1,0.807,495,89.644,99.784
Mmem,KAPPA,RF,RUN3,PA1,0.993,484,99.753,99.495
